CVE;Commit;Parent;File;Modified Lines
CVE-2011-1017;cae13fe4cc3f;e6c9366b2adb52cba64b359b3050200743c7568c;fs/partitions/ldm.c;1338-1338
CVE-2011-1019;8909c9ad8ff03611c9c96c9a92656213e4bb495b;a5abba989deceb731047425812d268daf7536575;include/linux/netdevice.h;2395-2395
CVE-2011-1019;8909c9ad8ff03611c9c96c9a92656213e4bb495b;a5abba989deceb731047425812d268daf7536575;net/core/dev.c;1117-1117
CVE-2011-1019;8909c9ad8ff03611c9c96c9a92656213e4bb495b;a5abba989deceb731047425812d268daf7536575;net/core/dev.c;1122-1123
CVE-2011-1019;8909c9ad8ff03611c9c96c9a92656213e4bb495b;a5abba989deceb731047425812d268daf7536575;net/ipv4/ip_gre.c;1768-1768
CVE-2011-1019;8909c9ad8ff03611c9c96c9a92656213e4bb495b;a5abba989deceb731047425812d268daf7536575;net/ipv4/ipip.c;916-916
CVE-2011-1019;8909c9ad8ff03611c9c96c9a92656213e4bb495b;a5abba989deceb731047425812d268daf7536575;net/ipv6/sit.c;1293-1293
CVE-2011-1019;8909c9ad8ff0;a5abba989deceb731047425812d268daf7536575;include/linux/netdevice.h;2395-2395
CVE-2011-1019;8909c9ad8ff0;a5abba989deceb731047425812d268daf7536575;net/core/dev.c;1117-1117
CVE-2011-1019;8909c9ad8ff0;a5abba989deceb731047425812d268daf7536575;net/core/dev.c;1122-1123
CVE-2011-1019;8909c9ad8ff0;a5abba989deceb731047425812d268daf7536575;net/ipv4/ip_gre.c;1768-1768
CVE-2011-1019;8909c9ad8ff0;a5abba989deceb731047425812d268daf7536575;net/ipv4/ipip.c;916-916
CVE-2011-1019;8909c9ad8ff0;a5abba989deceb731047425812d268daf7536575;net/ipv6/sit.c;1293-1293
CVE-2011-1021;526b4af47f44148c9d665e57723ed9f86634c6e3;aecad432fd68dafa5b3b497c4816fbfce6fd4066;drivers/acpi/custom_method.c;1-100
CVE-2011-1021;526b4af47f44148c9d665e57723ed9f86634c6e3;aecad432fd68dafa5b3b497c4816fbfce6fd4066;drivers/acpi/debugfs.c;6-8
CVE-2011-1021;526b4af47f44148c9d665e57723ed9f86634c6e3;aecad432fd68dafa5b3b497c4816fbfce6fd4066;drivers/acpi/debugfs.c;16-89
CVE-2011-1021;526b4af47f44148c9d665e57723ed9f86634c6e3;aecad432fd68dafa5b3b497c4816fbfce6fd4066;drivers/acpi/debugfs.c;94-95
CVE-2011-1023;6094628bfd94323fc1cea05ec2c6affd98c18f7f;9ac3524a948cab48137a8b40a4fa8ae1092b0a24;net/rds/ib_send.c;554-554
CVE-2011-1023;6094628bfd94323fc1cea05ec2c6affd98c18f7f;9ac3524a948cab48137a8b40a4fa8ae1092b0a24;net/rds/loop.c;64-64
CVE-2011-1023;6094628bfd94323fc1cea05ec2c6affd98c18f7f;9ac3524a948cab48137a8b40a4fa8ae1092b0a24;net/rds/loop.c;67-67
CVE-2011-1023;6094628bfd94323fc1cea05ec2c6affd98c18f7f;9ac3524a948cab48137a8b40a4fa8ae1092b0a24;net/rds/loop.c;83-84
CVE-2011-1044;7182afea8d1afd432a17c18162cc3fd441d0da93;59e57c622c3502346e8f930421ebc482d639520c;drivers/infiniband/core/uverbs_cmd.c;896-896
CVE-2011-1044;7182afea8d1afd432a17c18162cc3fd441d0da93;59e57c622c3502346e8f930421ebc482d639520c;drivers/infiniband/core/uverbs_cmd.c;901-906
CVE-2011-1044;7182afea8d1afd432a17c18162cc3fd441d0da93;59e57c622c3502346e8f930421ebc482d639520c;drivers/infiniband/core/uverbs_cmd.c;911-957
CVE-2011-1076;1362fa078dae16776cd439791c6605b224ea6171;dd9c1549edef02290edced639f67b54a25abbe0e;net/dns_resolver/dns_key.c;70-71
CVE-2011-1076;1362fa078dae16776cd439791c6605b224ea6171;dd9c1549edef02290edced639f67b54a25abbe0e;net/dns_resolver/dns_key.c;220-220
CVE-2011-1076;1362fa078dae16776cd439791c6605b224ea6171;dd9c1549edef02290edced639f67b54a25abbe0e;net/dns_resolver/dns_key.c;227-227
CVE-2011-1076;1362fa078dae;dd9c1549edef02290edced639f67b54a25abbe0e;net/dns_resolver/dns_key.c;70-71
CVE-2011-1076;1362fa078dae;dd9c1549edef02290edced639f67b54a25abbe0e;net/dns_resolver/dns_key.c;220-220
CVE-2011-1076;1362fa078dae;dd9c1549edef02290edced639f67b54a25abbe0e;net/dns_resolver/dns_key.c;227-227
CVE-2011-1078;c4c896e1471aec3b004a693c689f60be3b17ac86;43629f8f5ea32a998d06d1bb41eefa0e821ff573;net/bluetooth/sco.c;706-706
CVE-2011-1080;d846f71195d57b0bbb143382647c2c6638b04c5a;44bd4de9c2270b22c3c898310102bc6be9ed2978;net/bridge/netfilter/ebtables.c;1110-1110
CVE-2011-1082;22bacca48a1755f79b7e0f192ddb9fbb7fc6e64e;6366213ee3355278a90d1c20a1971c68fa3af68b;fs/eventpoll.c;66-66
CVE-2011-1082;22bacca48a1755f79b7e0f192ddb9fbb7fc6e64e;6366213ee3355278a90d1c20a1971c68fa3af68b;fs/eventpoll.c;227-227
CVE-2011-1082;22bacca48a1755f79b7e0f192ddb9fbb7fc6e64e;6366213ee3355278a90d1c20a1971c68fa3af68b;fs/eventpoll.c;1201-1201
CVE-2011-1082;22bacca48a1755f79b7e0f192ddb9fbb7fc6e64e;6366213ee3355278a90d1c20a1971c68fa3af68b;fs/eventpoll.c;1249-1249
CVE-2011-1082;22bacca48a1755f79b7e0f192ddb9fbb7fc6e64e;6366213ee3355278a90d1c20a1971c68fa3af68b;fs/eventpoll.c;1290-1290
CVE-2011-1082;22bacca48a1755f79b7e0f192ddb9fbb7fc6e64e;6366213ee3355278a90d1c20a1971c68fa3af68b;fs/eventpoll.c;1325-1325
CVE-2011-1082;22bacca48a1755f79b7e0f192ddb9fbb7fc6e64e;6366213ee3355278a90d1c20a1971c68fa3af68b;fs/eventpoll.c;1444-1444
CVE-2011-1090;e9e3d724e2145f5039b423c290ce2b2c3d8f94bc;3256f80fbbc25bd2504bd564844c615227621e56;fs/nfs/nfs4proc.c;54-54
CVE-2011-1090;e9e3d724e2145f5039b423c290ce2b2c3d8f94bc;3256f80fbbc25bd2504bd564844c615227621e56;fs/nfs/nfs4proc.c;3255-3255
CVE-2011-1090;e9e3d724e2145f5039b423c290ce2b2c3d8f94bc;3256f80fbbc25bd2504bd564844c615227621e56;fs/nfs/nfs4proc.c;3423-3423
CVE-2011-1090;e9e3d724e2145f5039b423c290ce2b2c3d8f94bc;3256f80fbbc25bd2504bd564844c615227621e56;fs/nfs/nfs4proc.c;3427-3429
CVE-2011-1093;720dc34bbbe9493c7bd48b2243058b4e447a929d;6ea25a6c2b95cf916e844fe2bacdd1c15b72e4c5;net/dccp/input.c;617-617
CVE-2011-1093;720dc34bbbe9493c7bd48b2243058b4e447a929d;6ea25a6c2b95cf916e844fe2bacdd1c15b72e4c5;net/dccp/input.c;671-674
CVE-2011-1160;1309d7afbed112f0e8e90be9af975550caa0076b;0444d76ae64fffc7851797fc1b6ebdbb44ac504a;drivers/char/tpm/tpm.c;983-983
CVE-2011-1161;6b07d30aca7e;de69113ec1896443c732e8b812e8005fb44eeeeb;drivers/char/tpm/tpm.c;386-386
CVE-2011-1161;ee70bc1e7b63;125a2210541079e8e7c69e629ad06cabed788f8c;drivers/char/tpm/tpm-dev-common.c;113-113
CVE-2011-1162;3321c07ae506;6b07d30aca7e52f2881b8c8c20c8a2cd28e8b3d3;drivers/char/tpm/tpm.c;1108-1108
CVE-2011-1162;3321c07ae506;6b07d30aca7e52f2881b8c8c20c8a2cd28e8b3d3;drivers/char/tpm/tpm.c;1118-1119
CVE-2011-1163;1eafbfeb7bdf59cfe173304c76188f3fd5f1fd05;2fbfac4e053861925fa3fffcdc327649b09af54c;fs/partitions/osf.c;13-13
CVE-2011-1163;1eafbfeb7bdf59cfe173304c76188f3fd5f1fd05;2fbfac4e053861925fa3fffcdc327649b09af54c;fs/partitions/osf.c;17-17
CVE-2011-1163;1eafbfeb7bdf59cfe173304c76188f3fd5f1fd05;2fbfac4e053861925fa3fffcdc327649b09af54c;fs/partitions/osf.c;48-48
CVE-2011-1163;1eafbfeb7bdf59cfe173304c76188f3fd5f1fd05;2fbfac4e053861925fa3fffcdc327649b09af54c;fs/partitions/osf.c;66-66
CVE-2011-1169;4a122c10fbfe9020df469f0f669da129c5757671;98d21df431ad55281e1abf780f8d51e3391900b2;sound/pci/asihpi/hpioctl.c;159-159
CVE-2011-1170;42eab94fff18cb1091d3501cd284d6bd6cc9c143;4656c4d61adb8dc3ee04c08f57a5cc7598814420;net/ipv4/netfilter/arp_tables.c;1069-1069
CVE-2011-1170;42eab94fff18cb1091d3501cd284d6bd6cc9c143;4656c4d61adb8dc3ee04c08f57a5cc7598814420;net/ipv4/netfilter/arp_tables.c;1491-1491
CVE-2011-1171;78b79876761b86653df89c48a7010b5cbd41a84a;42eab94fff18cb1091d3501cd284d6bd6cc9c143;net/ipv4/netfilter/ip_tables.c;1265-1265
CVE-2011-1171;78b79876761b86653df89c48a7010b5cbd41a84a;42eab94fff18cb1091d3501cd284d6bd6cc9c143;net/ipv4/netfilter/ip_tables.c;1810-1810
CVE-2011-1172;6a8ab060779779de8aea92ce3337ca348f973f54;78b79876761b86653df89c48a7010b5cbd41a84a;net/ipv6/netfilter/ip6_tables.c;1278-1278
CVE-2011-1172;6a8ab060779779de8aea92ce3337ca348f973f54;78b79876761b86653df89c48a7010b5cbd41a84a;net/ipv6/netfilter/ip6_tables.c;1825-1825
CVE-2011-1173;67c5c6cb8129c595f21e88254a3fc6b3b841ae8e;4363c2fddb1399b728ef21ee8101c148a311ea45;net/econet/af_econet.c;438-438
CVE-2011-1180;d370af0ef7951188daeb15bae75db7ba57c67846;d50e7e3604778bfc2dc40f440e0742dbae399d54;net/irda/iriap.c;659-659
CVE-2011-1180;d370af0ef7951188daeb15bae75db7ba57c67846;d50e7e3604778bfc2dc40f440e0742dbae399d54;net/irda/iriap.c;663-663
CVE-2011-1182;da48524eb20662618854bb3df2db01fc65f3070c;b52307ca144881bf9ef1c2610b3f1911472eb467;kernel/signal.c;2424-2426
CVE-2011-1182;da48524eb20662618854bb3df2db01fc65f3070c;b52307ca144881bf9ef1c2610b3f1911472eb467;kernel/signal.c;2440-2442
CVE-2011-1476;b769f49463711205d57286e64cf535ed4daf59e9;ce24f58a1187ca3058d72c3f897e3b574209ab20;sound/oss/dev_table.h;274-274
CVE-2011-1476;b769f49463711205d57286e64cf535ed4daf59e9;ce24f58a1187ca3058d72c3f897e3b574209ab20;sound/oss/midi_synth.c;479-479
CVE-2011-1476;b769f49463711205d57286e64cf535ed4daf59e9;ce24f58a1187ca3058d72c3f897e3b574209ab20;sound/oss/midi_synth.c;494-503
CVE-2011-1476;b769f49463711205d57286e64cf535ed4daf59e9;ce24f58a1187ca3058d72c3f897e3b574209ab20;sound/oss/midi_synth.c;507-520
CVE-2011-1476;b769f49463711205d57286e64cf535ed4daf59e9;ce24f58a1187ca3058d72c3f897e3b574209ab20;sound/oss/midi_synth.h;11-11
CVE-2011-1476;b769f49463711205d57286e64cf535ed4daf59e9;ce24f58a1187ca3058d72c3f897e3b574209ab20;sound/oss/opl3.c;823-823
CVE-2011-1476;b769f49463711205d57286e64cf535ed4daf59e9;ce24f58a1187ca3058d72c3f897e3b574209ab20;sound/oss/opl3.c;833-837
CVE-2011-1476;b769f49463711205d57286e64cf535ed4daf59e9;ce24f58a1187ca3058d72c3f897e3b574209ab20;sound/oss/sequencer.c;244-244
CVE-2011-1477;4d00135a680727f6c3be78f8befaac009030e4df;b769f49463711205d57286e64cf535ed4daf59e9;sound/oss/opl3.c;848-848
CVE-2011-1479;d0de4dc584ec6aa3b26fffea320a8457827768fc;623dda65b6f71e6474f3f156dbed2acf6ff43584;fs/notify/inotify/inotify_fsnotify.c;201-201
CVE-2011-1479;d0de4dc584ec6aa3b26fffea320a8457827768fc;623dda65b6f71e6474f3f156dbed2acf6ff43584;fs/notify/inotify/inotify_user.c;293-293
CVE-2011-1479;d0de4dc584ec6aa3b26fffea320a8457827768fc;623dda65b6f71e6474f3f156dbed2acf6ff43584;fs/notify/inotify/inotify_user.c;302-303
CVE-2011-1479;d0de4dc584ec6aa3b26fffea320a8457827768fc;623dda65b6f71e6474f3f156dbed2acf6ff43584;fs/notify/inotify/inotify_user.c;700-700
CVE-2011-1479;d0de4dc584ec6aa3b26fffea320a8457827768fc;623dda65b6f71e6474f3f156dbed2acf6ff43584;fs/notify/inotify/inotify_user.c;713-714
CVE-2011-1479;d0de4dc584ec6aa3b26fffea320a8457827768fc;623dda65b6f71e6474f3f156dbed2acf6ff43584;fs/notify/inotify/inotify_user.c;724-724
CVE-2011-1479;d0de4dc584ec6aa3b26fffea320a8457827768fc;623dda65b6f71e6474f3f156dbed2acf6ff43584;fs/notify/inotify/inotify_user.c;734-748
CVE-2011-1479;d0de4dc584ec6aa3b26fffea320a8457827768fc;623dda65b6f71e6474f3f156dbed2acf6ff43584;fs/notify/inotify/inotify_user.c;752-758
CVE-2011-1493;be20250c13f88375345ad99950190685eda51eb8;d370af0ef7951188daeb15bae75db7ba57c67846;net/rose/rose_subr.c;293-296
CVE-2011-1493;be20250c13f88375345ad99950190685eda51eb8;d370af0ef7951188daeb15bae75db7ba57c67846;net/rose/rose_subr.c;336-336
CVE-2011-1493;be20250c13f88375345ad99950190685eda51eb8;d370af0ef7951188daeb15bae75db7ba57c67846;net/rose/rose_subr.c;376-376
CVE-2011-1493;be20250c13f88375345ad99950190685eda51eb8;d370af0ef7951188daeb15bae75db7ba57c67846;net/rose/rose_subr.c;382-382
CVE-2011-1573;a8170c35e738d62e9919ce5b109cf4ed66e95bde;81419d862db743fe4450a021893f24bab4698c1d;net/sctp/sm_make_chunk.c;211-211
CVE-2011-1573;a8170c35e738d62e9919ce5b109cf4ed66e95bde;81419d862db743fe4450a021893f24bab4698c1d;net/sctp/sm_make_chunk.c;241-241
CVE-2011-1573;a8170c35e738d62e9919ce5b109cf4ed66e95bde;81419d862db743fe4450a021893f24bab4698c1d;net/sctp/sm_make_chunk.c;248-248
CVE-2011-1573;a8170c35e738d62e9919ce5b109cf4ed66e95bde;81419d862db743fe4450a021893f24bab4698c1d;net/sctp/sm_make_chunk.c;258-258
CVE-2011-1573;a8170c35e738d62e9919ce5b109cf4ed66e95bde;81419d862db743fe4450a021893f24bab4698c1d;net/sctp/sm_make_chunk.c;400-400
CVE-2011-1573;a8170c35e738d62e9919ce5b109cf4ed66e95bde;81419d862db743fe4450a021893f24bab4698c1d;net/sctp/sm_make_chunk.c;406-406
CVE-2011-1581;fd0e435b0fe85622f167b84432552885a4856ac8;4a37390de98547e42ad0cb617bd2f2d452f2d4c7;drivers/net/bonding/bond_main.c;4344-4344
CVE-2011-1581;fd0e435b0fe85622f167b84432552885a4856ac8;4a37390de98547e42ad0cb617bd2f2d452f2d4c7;drivers/net/bonding/bond_main.c;4348-4348
CVE-2011-1585;4ff67b720c02c36e54d55b88c2931879b7db1cd2;daf5b0b6f3f6d7b15c2600426cc6c60a0e155218;fs/cifs/cifsglob.h;40-40
CVE-2011-1585;4ff67b720c02c36e54d55b88c2931879b7db1cd2;daf5b0b6f3f6d7b15c2600426cc6c60a0e155218;fs/cifs/connect.c;1647-1649
CVE-2011-1585;4ff67b720c02c36e54d55b88c2931879b7db1cd2;daf5b0b6f3f6d7b15c2600426cc6c60a0e155218;fs/cifs/connect.c;1653-1657
CVE-2011-1585;4ff67b720c02c36e54d55b88c2931879b7db1cd2;daf5b0b6f3f6d7b15c2600426cc6c60a0e155218;fs/cifs/connect.c;1699-1699
CVE-2011-1593;c78193e9c7bcbf25b8237ad0dec82f805c4ea69b;a1b49cb7e2a7961ec3aa8b64860bf480d4ec9077;include/linux/pid.h;120-120
CVE-2011-1593;c78193e9c7bcbf25b8237ad0dec82f805c4ea69b;a1b49cb7e2a7961ec3aa8b64860bf480d4ec9077;kernel/pid.c;220-220
CVE-2011-1593;c78193e9c7bcbf25b8237ad0dec82f805c4ea69b;a1b49cb7e2a7961ec3aa8b64860bf480d4ec9077;kernel/pid.c;225-225
CVE-2011-1593;d8bdc59f215e62098bc5b4256fd9928bf27053a1;c78193e9c7bcbf25b8237ad0dec82f805c4ea69b;fs/proc/base.c;3127-3128
CVE-2011-1593;d8bdc59f215e62098bc5b4256fd9928bf27053a1;c78193e9c7bcbf25b8237ad0dec82f805c4ea69b;fs/proc/base.c;3132-3132
CVE-2011-1598;c6914a6f261aca0c9f715f883a353ae7ff51fe83;0b0dc0f17f98b59772ca6380c7d5ce4cc593a974;net/can/bcm.c;1430-1432
CVE-2011-1745;194b3da873fd334ef183806db751473512af29ce;b522f02184b413955f3bc952e3776ce41edc6355;drivers/char/agp/generic.c;1098-1099
CVE-2011-1745;194b3da873fd334ef183806db751473512af29ce;b522f02184b413955f3bc952e3776ce41edc6355;drivers/char/agp/generic.c;1133-1133
CVE-2011-1745;194b3da873fd334ef183806db751473512af29ce;b522f02184b413955f3bc952e3776ce41edc6355;drivers/char/agp/generic.c;1145-1145
CVE-2011-1746;b522f02184b413955f3bc952e3776ce41edc6355;204ae24dc71f794aaad4df48a0083dfedc711afb;drivers/char/agp/generic.c;118-118
CVE-2011-1746;b522f02184b413955f3bc952e3776ce41edc6355;204ae24dc71f794aaad4df48a0083dfedc711afb;drivers/char/agp/generic.c;237-237
CVE-2011-1746;b522f02184b413955f3bc952e3776ce41edc6355;204ae24dc71f794aaad4df48a0083dfedc711afb;drivers/char/agp/generic.c;241-241
CVE-2011-1747;b522f02184b413955f3bc952e3776ce41edc6355;204ae24dc71f794aaad4df48a0083dfedc711afb;drivers/char/agp/generic.c;118-118
CVE-2011-1747;b522f02184b413955f3bc952e3776ce41edc6355;204ae24dc71f794aaad4df48a0083dfedc711afb;drivers/char/agp/generic.c;237-237
CVE-2011-1747;b522f02184b413955f3bc952e3776ce41edc6355;204ae24dc71f794aaad4df48a0083dfedc711afb;drivers/char/agp/generic.c;241-241
CVE-2011-1759;0f22072ab50cac7983f9660d33974b45184da4f9;408133e9dca2b94c64b917b144ec816df913a94e;arch/arm/kernel/sys_oabi-compat.c;314-314
CVE-2011-1767;c2892f02712e9516d72841d5c019ed6916329794;749f621e20ab0db35a15ff730088922603c809ba;net/ipv4/ip_gre.c;1668-1675
CVE-2011-1767;c2892f02712e9516d72841d5c019ed6916329794;749f621e20ab0db35a15ff730088922603c809ba;net/ipv4/ip_gre.c;1691-1693
CVE-2011-1767;c2892f02712e9516d72841d5c019ed6916329794;749f621e20ab0db35a15ff730088922603c809ba;net/ipv4/ip_gre.c;1701-1703
CVE-2011-1768;d5aa407f59f5b83d2c50ec88f5bf56d40f1f8978;c2892f02712e9516d72841d5c019ed6916329794;net/ipv4/ipip.c;833-841
CVE-2011-1768;d5aa407f59f5b83d2c50ec88f5bf56d40f1f8978;c2892f02712e9516d72841d5c019ed6916329794;net/ipv6/ip6_tunnel.c;1464-1484
CVE-2011-1768;d5aa407f59f5b83d2c50ec88f5bf56d40f1f8978;c2892f02712e9516d72841d5c019ed6916329794;net/ipv6/sit.c;1230-1238
CVE-2011-1768;d5aa407f59f5b83d2c50ec88f5bf56d40f1f8978;c2892f02712e9516d72841d5c019ed6916329794;net/ipv6/xfrm6_tunnel.c;87-103
CVE-2011-1768;d5aa407f59f5b83d2c50ec88f5bf56d40f1f8978;c2892f02712e9516d72841d5c019ed6916329794;net/ipv6/xfrm6_tunnel.c;378-403
CVE-2011-1768;d5aa407f59f5b83d2c50ec88f5bf56d40f1f8978;c2892f02712e9516d72841d5c019ed6916329794;net/ipv6/xfrm6_tunnel.c;409-410
CVE-2011-1768;d5aa407f59f5b83d2c50ec88f5bf56d40f1f8978;c2892f02712e9516d72841d5c019ed6916329794;net/ipv6/xfrm6_tunnel.c;414-414
CVE-2011-1776;fa039d5f6b126fbd65eefa05db2f67e44df8f121;bfd412db9e7b0d8f7b9c09d12d07aa2ac785f1d0;fs/partitions/efi.c;351-351
CVE-2011-1833;764355487ea220fdc2faf128d577d7f679b91f97;99b373ff2d1246f64b97a3d449a2fd6018d504e6;fs/ecryptfs/main.c;178-178
CVE-2011-1833;764355487ea220fdc2faf128d577d7f679b91f97;99b373ff2d1246f64b97a3d449a2fd6018d504e6;fs/ecryptfs/main.c;194-194
CVE-2011-1833;764355487ea220fdc2faf128d577d7f679b91f97;99b373ff2d1246f64b97a3d449a2fd6018d504e6;fs/ecryptfs/main.c;239-239
CVE-2011-1833;764355487ea220fdc2faf128d577d7f679b91f97;99b373ff2d1246f64b97a3d449a2fd6018d504e6;fs/ecryptfs/main.c;254-254
CVE-2011-1833;764355487ea220fdc2faf128d577d7f679b91f97;99b373ff2d1246f64b97a3d449a2fd6018d504e6;fs/ecryptfs/main.c;279-279
CVE-2011-1833;764355487ea220fdc2faf128d577d7f679b91f97;99b373ff2d1246f64b97a3d449a2fd6018d504e6;fs/ecryptfs/main.c;383-383
CVE-2011-1833;764355487ea220fdc2faf128d577d7f679b91f97;99b373ff2d1246f64b97a3d449a2fd6018d504e6;fs/ecryptfs/main.c;478-478
CVE-2011-1833;764355487ea220fdc2faf128d577d7f679b91f97;99b373ff2d1246f64b97a3d449a2fd6018d504e6;fs/ecryptfs/main.c;486-486
CVE-2011-1833;764355487ea220fdc2faf128d577d7f679b91f97;99b373ff2d1246f64b97a3d449a2fd6018d504e6;fs/ecryptfs/main.c;524-524
CVE-2011-1927;64f3b9e203bd06855072e295557dca1485a2ecba;ff538818f4a82c4cf02d2d6bd6ac5c7360b9d41d;net/ipv4/ip_fragment.c;226-226
CVE-2011-2022;194b3da873fd334ef183806db751473512af29ce;b522f02184b413955f3bc952e3776ce41edc6355;drivers/char/agp/generic.c;1098-1099
CVE-2011-2022;194b3da873fd334ef183806db751473512af29ce;b522f02184b413955f3bc952e3776ce41edc6355;drivers/char/agp/generic.c;1133-1133
CVE-2011-2022;194b3da873fd334ef183806db751473512af29ce;b522f02184b413955f3bc952e3776ce41edc6355;drivers/char/agp/generic.c;1145-1145
CVE-2011-2182;cae13fe4cc3f24820ffb990c09110626837e85d4;e6c9366b2adb52cba64b359b3050200743c7568c;fs/partitions/ldm.c;1338-1338
CVE-2011-2183;2b472611a32a72f4a118c069c2d62a1a3f087afd;c7cbb02222eccb82bfd42696b01abceddae663f2;mm/ksm.c;1305-1305
CVE-2011-2184;f7285b5d631fd6096b11c6af0058ed3a2b30ef4e;b7c2f036284452627d793af981877817b37d4351;security/keys/process_keys.c;850-850
CVE-2011-2189;2b035b39970740722598f7a9d548835f9bdd730f;dcbccbd4f1f6ad0f0e169d4b2e816e42bde06f82;include/net/net_namespace.h;45-45
CVE-2011-2189;2b035b39970740722598f7a9d548835f9bdd730f;dcbccbd4f1f6ad0f0e169d4b2e816e42bde06f82;net/core/net_namespace.c;11-12
CVE-2011-2189;2b035b39970740722598f7a9d548835f9bdd730f;dcbccbd4f1f6ad0f0e169d4b2e816e42bde06f82;net/core/net_namespace.c;30-30
CVE-2011-2189;2b035b39970740722598f7a9d548835f9bdd730f;dcbccbd4f1f6ad0f0e169d4b2e816e42bde06f82;net/core/net_namespace.c;62-62
CVE-2011-2189;2b035b39970740722598f7a9d548835f9bdd730f;dcbccbd4f1f6ad0f0e169d4b2e816e42bde06f82;net/core/net_namespace.c;150-150
CVE-2011-2189;2b035b39970740722598f7a9d548835f9bdd730f;dcbccbd4f1f6ad0f0e169d4b2e816e42bde06f82;net/core/net_namespace.c;153-155
CVE-2011-2189;2b035b39970740722598f7a9d548835f9bdd730f;dcbccbd4f1f6ad0f0e169d4b2e816e42bde06f82;net/core/net_namespace.c;161-161
CVE-2011-2189;2b035b39970740722598f7a9d548835f9bdd730f;dcbccbd4f1f6ad0f0e169d4b2e816e42bde06f82;net/core/net_namespace.c;173-174
CVE-2011-2189;2b035b39970740722598f7a9d548835f9bdd730f;dcbccbd4f1f6ad0f0e169d4b2e816e42bde06f82;net/core/net_namespace.c;185-186
CVE-2011-2189;2b035b39970740722598f7a9d548835f9bdd730f;dcbccbd4f1f6ad0f0e169d4b2e816e42bde06f82;net/core/net_namespace.c;191-192
CVE-2011-2189;f875bae065334907796da12523f9df85c89f5712;2b035b39970740722598f7a9d548835f9bdd730f;include/net/net_namespace.h;239-239
CVE-2011-2189;f875bae065334907796da12523f9df85c89f5712;2b035b39970740722598f7a9d548835f9bdd730f;include/net/net_namespace.h;262-267
CVE-2011-2189;f875bae065334907796da12523f9df85c89f5712;2b035b39970740722598f7a9d548835f9bdd730f;net/core/net_namespace.c;46-46
CVE-2011-2189;f875bae065334907796da12523f9df85c89f5712;2b035b39970740722598f7a9d548835f9bdd730f;net/core/net_namespace.c;52-52
CVE-2011-2189;f875bae065334907796da12523f9df85c89f5712;2b035b39970740722598f7a9d548835f9bdd730f;net/core/net_namespace.c;62-66
CVE-2011-2189;f875bae065334907796da12523f9df85c89f5712;2b035b39970740722598f7a9d548835f9bdd730f;net/core/net_namespace.c;75-75
CVE-2011-2189;f875bae065334907796da12523f9df85c89f5712;2b035b39970740722598f7a9d548835f9bdd730f;net/core/net_namespace.c;86-86
CVE-2011-2189;f875bae065334907796da12523f9df85c89f5712;2b035b39970740722598f7a9d548835f9bdd730f;net/core/net_namespace.c;178-178
CVE-2011-2189;f875bae065334907796da12523f9df85c89f5712;2b035b39970740722598f7a9d548835f9bdd730f;net/core/net_namespace.c;217-217
CVE-2011-2189;f875bae065334907796da12523f9df85c89f5712;2b035b39970740722598f7a9d548835f9bdd730f;net/core/net_namespace.c;312-313
CVE-2011-2189;f875bae065334907796da12523f9df85c89f5712;2b035b39970740722598f7a9d548835f9bdd730f;net/core/net_namespace.c;319-321
CVE-2011-2189;f875bae065334907796da12523f9df85c89f5712;2b035b39970740722598f7a9d548835f9bdd730f;net/core/net_namespace.c;339-339
CVE-2011-2189;f875bae065334907796da12523f9df85c89f5712;2b035b39970740722598f7a9d548835f9bdd730f;net/core/net_namespace.c;342-342
CVE-2011-2189;f875bae065334907796da12523f9df85c89f5712;2b035b39970740722598f7a9d548835f9bdd730f;net/core/net_namespace.c;350-350
CVE-2011-2189;f875bae065334907796da12523f9df85c89f5712;2b035b39970740722598f7a9d548835f9bdd730f;net/core/net_namespace.c;354-362
CVE-2011-2189;f875bae065334907796da12523f9df85c89f5712;2b035b39970740722598f7a9d548835f9bdd730f;net/core/net_namespace.c;366-367
CVE-2011-2189;f875bae065334907796da12523f9df85c89f5712;2b035b39970740722598f7a9d548835f9bdd730f;net/core/net_namespace.c;371-371
CVE-2011-2189;f875bae065334907796da12523f9df85c89f5712;2b035b39970740722598f7a9d548835f9bdd730f;net/core/net_namespace.c;417-448
CVE-2011-2189;f875bae065334907796da12523f9df85c89f5712;2b035b39970740722598f7a9d548835f9bdd730f;net/core/net_namespace.c;480-503
CVE-2011-2189;f875bae065334907796da12523f9df85c89f5712;2b035b39970740722598f7a9d548835f9bdd730f;net/core/net_namespace.c;523-533
CVE-2011-2203;434a964daa14;3069083cc8def2ffad8520f0f24c6f95f140aac5;fs/hfs/btree.c;49-49
CVE-2011-2203;434a964daa14;3069083cc8def2ffad8520f0f24c6f95f140aac5;fs/hfs/btree.c;54-54
CVE-2011-2203;434a964daa14;3069083cc8def2ffad8520f0f24c6f95f140aac5;fs/hfs/btree.c;62-66
CVE-2011-2208;21c5977a836e399fc710ff2c5367845ed5c2527f;ec8f9ceacef719a844ca269d654502af6a00a273;arch/alpha/kernel/osf_sys.c;412-412
CVE-2011-2208;21c5977a836e399fc710ff2c5367845ed5c2527f;ec8f9ceacef719a844ca269d654502af6a00a273;arch/alpha/kernel/osf_sys.c;597-597
